id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
1906,Bomberman Hero,6,okay,Matt Casamassina,,1998-09-17,a1a9687b-a55d-4071-ba41-629045010f48,/articles/1998/09/17/bomberman-hero,Bomberman Hero,1998-09-01,"['Nintendo 64', 'Wii']",Action,"['Number Of Players', 'Vibration', 'DualShock']",Bomberman,Hudson Soft,"['Electro Source', 'Nintendo', 'Hudson Soft']",64fda94c-fcd4-4a2d-8dc0-6241714f5bbd,/games/bomberman-hero
1907,Bomberman Hero Review,6,okay,Lucas M. Thomas,,2011-03-09,e028b92a-b4f8-49c5-b60e-61452511808d,/articles/2011/03/09/bomberman-hero-review,Bomberman Hero,1998-09-01,"['Nintendo 64', 'Wii']",Action,"['Number Of Players', 'Vibration', 'DualShock']",Bomberman,Hudson Soft,"['Electro Source', 'Nintendo', 'Hudson Soft']",64fda94c-fcd4-4a2d-8dc0-6241714f5bbd,/games/bomberman-hero
1908,Bomberman Jetters,6.7,okay,Matt Casamassina,,2004-04-29,9233426e-d6b4-4bc2-939a-69547baf6670,/articles/2004/04/29/bomberman-jetters-3,Bomberman Jetters,2004-03-15,"['GameCube', 'Game Boy Advance']",Action,"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Ingram Entertainment', 'Majesco', 'Hudson Soft']",67d236e6-8b44-4d2b-9ab8-f4430ce7ea4b,/games/bomberman-jetters
1909,Bomberman Kart,7.1,good,Levi Buchanan,,2006-06-30,244459b1-fea0-498b-8948-49d561f7c6dc,/articles/2006/06/30/bomberman-kart,Bomberman Kart,2006-05-01,"['Wireless', 'PlayStation 2']","['Action', 'Racing']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks', 'Steering Wheel Support']",Bomberman,"['Hudson Soft', 'Racjin']","['Hudson Soft', 'Konami']",a848b871-b06a-4f6a-9129-461b3aaf8894,/games/bomberman-kart
1910,Bomberman Land Review,6.9,okay,Ryan Clements,,2008-02-05,c8b14446-3994-4a78-b97d-3a5ecb7cf11d,/articles/2008/02/05/bomberman-land-review-2,Bomberman Land [2008],2008-01-29,"['Wii', 'PlayStation Portable', 'Nintendo DS']",Action,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Hudson Soft', 'Konami']",3de2668f-cedb-48a3-b27a-af32a39fe8ce,/games/bomberman-land-2008
1911,Bomberman Land Review,7.2,good,Ryan Clements,,2008-02-12,e3a41830-52e9-4a51-96c9-5253f733ceac,/articles/2008/02/12/bomberman-land-review,Bomberman Land [2008],2008-01-29,"['Wii', 'PlayStation Portable', 'Nintendo DS']",Action,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Hudson Soft', 'Konami']",3de2668f-cedb-48a3-b27a-af32a39fe8ce,/games/bomberman-land-2008
1912,Bomberman Land Touch! 2 Review,7.9,good,Craig Harris,,2008-02-08,cc33a921-c4c7-42b8-a854-44e1156cc6b5,/articles/2008/02/08/bomberman-land-touch-2-review,Bomberman Land [2008],2008-01-29,"['Wii', 'PlayStation Portable', 'Nintendo DS']",Action,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Hudson Soft', 'Konami']",3de2668f-cedb-48a3-b27a-af32a39fe8ce,/games/bomberman-land-2008
1913,Bomberman Land Touch! Review,8.5,great,Craig Harris,,2006-12-09,71f49d82-dd6b-4e7b-b6f6-bea4622888e7,/articles/2006/12/09/bomberman-land-touch-review,Bomberman Land Touch!,2006-11-17,Nintendo DS,"['Action', 'Adventure']","['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Atlus', 'Rising Star Games']",4ef66ca1-dc86-4f7f-8976-7ddab1490405,/games/bomberman-land-touch
1914,Bomberman Live: Battlefest Review,8,great,Anthony Gallegos,,2010-12-13,3b6493ab-0a24-4383-9346-68f1b15d2c06,/articles/2010/12/13/bomberman-live-battlefest-review,Bomberman Live: Battlefest,2010-12-08,"['Xbox 360', 'Wii', 'PlayStation 3']",Action,"['Number Of Players', 'Online - VS Number Of Players', '16:9', '480p', '720p', 'Downloadable Content', 'Online', 'Local - VS # of Players', 'Personal Avatar', 'Mic/Headset Voice']",Bomberman,Pi Studios,Hudson Soft,d28fc5ab-b3ee-44f6-9d39-ced3ace73c69,/games/bomberman-live-battlefest
1915,Bomberman Live Review,8.4,great,,,2007-07-19,fa5dce4c-93bc-4c08-a59c-566a4d5144cc,/articles/2007/07/19/bomberman-live-review,Bomberman Live,2007-07-18,Xbox 360,Action,"['Number Of Players', 'Online - VS Number Of Players', '16:9', '480p', 'Online', 'Local - VS # of Players', 'Personal Avatar', '1080i', 'Mic/Headset Voice']",Bomberman,Hudson Soft,Hudson Soft,e22f6303-b6dc-4029-8675-589cf0f4c0ec,/games/bomberman-live
1916,Bomberman Max 2: Blue Advance,7.5,good,Craig Harris,,2002-06-21,e29589cf-b544-4e7c-8e39-3695e1c625c2,/articles/2002/06/21/bomberman-max-2-blue-advance,Bomberman Max 2: Blue Advance,2002-06-04,Game Boy Advance,Action,"['Number Of Players', 'Multi-cartridge Multiplayer']",Bomberman,Hudson Soft,"['ACE (2)', 'Majesco']",9141f1fd-34fc-4c4f-84c6-27274ce03ac4,/games/bomberman-max-2-blue-advance
1917,Bomberman Max 2: Red Advance,7.5,good,Craig Harris,,2002-06-21,c8b71dc4-4170-47a9-a0fb-b746c50af384,/articles/2002/06/21/bomberman-max-2-red-advance,Bomberman Max 2: Red Advance,2002-06-04,Game Boy Advance,Action,"['Number Of Players', 'Memory Card']",Bomberman,Hudson Soft,"['ACE (2)', 'Majesco']",3a591224-0f97-4c9f-93c8-1ebce617d00d,/games/bomberman-max-2-red-advance
1918,Bomberman Max - Red: Challenger/Blue: Champion,9,amazing,Craig Harris,,2000-05-26,fb51dd12-49e1-4e16-8a3a-2de5436c1c28,/articles/2000/05/26/bomberman-max-red-challengerblue-champion,Bomberman Max -- Red: Challenger,2000-05-10,Game Boy Color,Action,"['Number Of Players', 'Memory Card', 'Cartridge Save']",Bomberman,Hudson Soft,"['Ingram Entertainment', 'Vatical Entertainment']",523c11d6-9a86-4beb-8756-d4ddb668082b,/games/bomberman-max-red-challenger
1919,Bomberman Online,9,amazing,,,2001-11-21,7fa396a2-470e-4ce0-b5e1-fea3f86feb10,/articles/2001/11/21/bomberman-online,Bomberman Online,2001-11-01,"['Dreamcast', 'PC', 'PlayStation 2']",Action,"['Memory Card', 'Vibration', 'DualShock', 'Online', 'Broadband', 'Keyboard Support']",Bomberman,"['Hudson Soft', 'MGame Corporation']","['SEGA', 'ACE (2)', 'Hudson Soft', 'MGame Corporation']",b965dbee-9ebc-478f-a548-98234b3505e3,/games/bomberman-online
1920,Bomberman Party Edition,7.6,good,David Zdyrko,,2000-11-15,4de4037b-f90e-4415-9343-44934d1e3afc,/articles/2000/11/15/bomberman-party-edition,Bomberman: Party Edition,2000-11-09,"['PlayStation', 'PlayStation 3', 'PlayStation Portable']",Action,"['Number Of Players', 'Memory Card', 'DualShock', 'Local - VS # of Players']",Bomberman,Hudson Soft,"['Sony Computer Entertainment', 'Electro Source', 'Vatical Entertainment']",4fe7bb51-1993-4aa9-b019-d8e44b5a134f,/games/bomberman-party-edition
1921,Bomberman  Review,7,good,Jeff Haynes,,2006-09-12,bbbe74ff-114c-4d52-b8ee-9bc37d89c9c4,/articles/2006/09/12/bomberman-review,Bomberman [PSP],2006-09-12,PlayStation Portable,Action,"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Ingram Entertainment', 'Hudson Soft']",a6225b58-bc18-4156-9f5c-2826f74b61c1,/games/bomberman-portable
1922,Bomberman: The Second Attack,5.3,mediocre,,,2000-06-08,bd22a908-a8b4-45e0-af15-2fb98e005dbd,/articles/2000/06/08/bomberman-the-second-attack,Bomberman 64: The Second Attack,2000-02-22,Nintendo 64,Action,"['Number Of Players', 'Memory Card', 'Vibration']",Bomberman,Hudson Soft,"['Fillpoint', 'Vatical Entertainment']",4f44694c-3177-4b6d-a03b-c2a05cca3e2d,/games/bomberman-64-the-second-attack
1923,Bomberman Touch iPhone Review,8,great,Eduardo Vasconcellos,,2008-07-28,f5fae3ca-fabb-4c1b-95be-800a4022a5c3,/articles/2008/07/28/bomberman-touch-iphone-review,Bomberman Touch,2008-07-10,iPhone,Action,Number Of Players,Bomberman,Hudson Soft,Hudson Soft,82392a36-4002-412a-90d8-83bdd251e102,/games/bomberman-touch
1924,Bomberman Tournament,8.5,great,David Zdyrko,,2001-07-06,afa7b27a-0383-4a88-ad66-036c5a02aa20,/articles/2001/07/06/bomberman-tournament,Bomberman Tournament,2001-06-26,Game Boy Advance,Action,"['Number Of Players', 'Memory Card']",Bomberman,Hudson Soft,"['Fillpoint', 'Activision']",98bb2ad6-3494-4662-aba4-6f8528ebaef7,/games/bomberman-tournament
1925,Bomberman Ultra Review,8,great,Daemon Hatfield,,2009-06-11,666f5ac0-7f0e-45c4-b7fd-d69ce4816a5c,/articles/2009/06/11/bomberman-ultra-review,Bomberman Ultra,2009-06-11,PlayStation 3,Action,"['Number Of Players', 'Online - VS Number Of Players', 'Local - VS # of Players']",Bomberman,Hudson Soft,Hudson Soft,e86e1c07-f44c-401f-89f5-fab1a3602154,/games/bomberman-ultra
1926,Bomberman World,7.8,good,Craig Harris,,1998-10-08,603f5a4b-4ed5-47d2-832e-a2731d4d9e0b,/articles/1998/10/08/bomberman-world,Bomberman World,1998-09-25,PlayStation,Action,Number Of Players,Bomberman,Hudson Soft,"['Electro Source', 'Atlus']",d8218208-30c3-4ee4-922c-2b6ab284b518,/games/bomberman-world
1927,Bomber Pilot,8,great,Levi Buchanan,,2005-01-06,a19c58df-fa6d-49f3-851b-b0f6e60041bf,/articles/2005/01/06/bomber-pilot,Bomber Pilot,,Wireless,Shooter,Number Of Players,,HandyGames,HandyGames,5b5aab96-54af-4cf2-89e4-578c9dc0af4a,/games/bomber-pilot
1928,Bombshell Review,6.9,okay,Leana Hafer,,2016-01-29,230a7617-f9a4-4bb1-9d98-66d6755a25fa,/articles/2016/01/29/bombshell-review,Bombshell,2016-01-29,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'RPG']",,,Interceptor Entertainment,3D Realms,c86ac68a-983b-451e-b7ea-c382468f3ffe,/games/bombshell
1929,Bonanza Bros. Review,5.5,mediocre,,,2007-02-22,83b5e0af-d787-4152-aee2-a142dcd9be0d,/articles/2007/02/22/bonanza-bros-review,Bonanza Bros.,1991-12-31,"['Genesis', 'Master System', 'Wii', 'PC']",Action,"['Number Of Players', 'Local - Co-Op # of Players']",,"['SEGA', 'CRI', 'Synergy']",SEGA,aa0ce79e-02d7-4c83-91f4-c2a9faf8e697,/games/bonanza-bros
1930,Bonanza Bros. VC Review,5.5,mediocre,,,2007-02-21,eaf79df5-1091-435e-9cb4-cbe6b6da6197,/articles/2007/02/21/bonanza-bros-vc-review,Bonanza Bros.,1991-12-31,"['Genesis', 'Master System', 'Wii', 'PC']",Action,"['Number Of Players', 'Local - Co-Op # of Players']",,"['SEGA', 'CRI', 'Synergy']",SEGA,aa0ce79e-02d7-4c83-91f4-c2a9faf8e697,/games/bonanza-bros
1931,Bone: Out from Boneville,5.9,mediocre,Hilary Goldstein,,2005-10-03,21c9d3b0-9f3a-4679-9f60-bfc23412a87e,/articles/2005/10/03/bone-out-from-boneville,Bone: Out From Boneville,2005-09-15,"['PC', 'Macintosh']",Adventure,,,Telltale Games,"['Telltale Games', 'XIDER', 'Vanbrio']",bad5ab12-9a20-4d1f-a219-ae801aa3cf9f,/games/bone-out-from-boneville
1932,Bone: The Great Cow Race,8.6,great,Staci Krause,,2006-05-17,dd1734ec-a98e-47f6-94b0-7aed9df55c3a,/articles/2006/05/17/bone-the-great-cow-race,Bone: The Great Cow Race,2006-04-12,PC,Adventure,,,Telltale Games,Telltale Games,4c20ba1d-eb33-43d0-a974-e264a2dcacc7,/games/bone-the-great-cow-race
1933,Boneworks Review,7.9,good,Gabriel Moss,,2019-12-15,6ce9cda4-6256-4434-81c0-79b738796f35,/articles/2019/12/15/boneworks-review,Boneworks,2019-12-10,PC,Action,"['Oculus Rift VR', 'Windows Mixed Reality', 'HTC Vive VR', 'VR']",,StressLevelZero,StressLevelZero,e3af92d1-6179-40af-a7f9-5751c8adc1dc,/games/boneworks
1934,Bonk 3: Bonk's Big Adventure Review,7.5,good,Lucas M. Thomas,,2007-10-25,7f0ee9b9-414c-4fc5-b9be-9d2df87b8e85,/articles/2007/10/25/bonk-3-bonks-big-adventure-review,Bonk 3: Bonk's Big Adventure,1993-12-31,"['TurboGrafx-CD', 'TurboGrafx-16', 'Wii', 'Wii U']",Platformer,"['Number Of Players', 'Local - VS # of Players']",,"['Hudson Soft', 'Red Company']",Hudson Soft,8ac02e28-8438-4cd3-af7d-1b11c6287332,/games/bonk-3-bonks-big-adventure
1935,Bonk III: Bonk's Big Adventure Review,7.5,good,Lucas M. Thomas,,2007-10-25,e67ef8d2-e30b-4c07-abfc-ab872d68f798,/articles/2007/10/25/bonk-iii-bonks-big-adventure-review,Bonk 3: Bonk's Big Adventure,1993-12-31,"['TurboGrafx-CD', 'TurboGrafx-16', 'Wii', 'Wii U']",Platformer,"['Number Of Players', 'Local - VS # of Players']",,"['Hudson Soft', 'Red Company']",Hudson Soft,8ac02e28-8438-4cd3-af7d-1b11c6287332,/games/bonk-3-bonks-big-adventure
1936,Bonk's Adventure Review,8,great,Lucas M. Thomas,,2006-12-07,558afc6d-7141-4351-8bcc-76e1b83f2039,/articles/2006/12/07/bonks-adventure-review,Bonk's Adventure,1992-12-01,"['Game Boy', 'NES', 'Wii', 'Wii U', 'TurboGrafx-16']",Platformer,Memory Card,Bonk,Hudson Soft,Hudson Soft,dd208ac3-316c-4503-9ec1-451f71fdea35,/games/bonks-adventure
1937,Bonk's Adventure Virtual Console Review,8,great,Lucas M. Thomas,,2006-12-06,9dfa5b3d-9a6b-4f84-9dcd-31f8785938ff,/articles/2006/12/06/bonks-adventure-virtual-console-review,Bonk's Adventure,1992-12-01,"['Game Boy', 'NES', 'Wii', 'Wii U', 'TurboGrafx-16']",Platformer,Memory Card,Bonk,Hudson Soft,Hudson Soft,dd208ac3-316c-4503-9ec1-451f71fdea35,/games/bonks-adventure
1938,Bonk's Return Review,7.5,good,Levi Buchanan,,2006-11-01,67b1e597-d8fd-4a13-a2fc-bb9d70d49441,/articles/2006/11/01/bonks-return-review,Bonk's Return,2006-10-31,Wireless,Platformer,,,Two Tribes BV,Hudson Soft,4da59a50-bc29-48a4-befe-4f4c4de44887,/games/bonks-return
1939,Bonk's Revenge Review,7.9,good,,,2007-04-20,001b2d40-81ec-44aa-b9c9-0dc49d6700c7,/articles/2007/04/20/bonks-revenge-review,Bonk's Revenge,1991-12-31,"['TurboGrafx-16', 'Wii', 'Wii U', 'Game Boy']",Platformer,Number Of Players,,Hudson Soft,"['Hudson Soft', 'Electro Source']",20a1d461-ba92-49e8-b66d-272661950fe8,/games/bonks-revenge
1940,Bonsai Barber Review,8,great,Matt Casamassina,,2009-03-31,19459070-2f5e-446b-a202-aa9193e71cc1,/articles/2009/03/31/bonsai-barber-review,Bonsai Barber,2009-03-30,Wii,Action,,,Zoonami,Nintendo,c2249282-b155-425b-9ed0-ceb043a43094,/games/bonsai-barber-139028
1941,Boogerman Review,6,okay,Lucas M. Thomas,,2008-12-02,9ff3f232-0ca6-4d36-8891-cc7a0ef062cc,/articles/2008/12/02/boogerman-review,Boogerman: A Pick & Flick Adventure,1994-08-06,"['Genesis', 'Super NES', 'Wii']","['Action', 'Platformer']",Number Of Players,Boogerman,Interplay,"['Electro Source', 'Interplay']",5b9e6fd6-1816-4353-9b61-43540ce75129,/games/boogerman-a-pick-flick-adventure
1942,Boogie Bunnies Review,4.1,bad,Nate Ahearn,,2008-01-16,cbf031c3-1cc9-4488-bf27-97e31485fa3c,/articles/2008/01/16/boogie-bunnies-review,Boogie Bunnies,2008-01-16,"['Xbox 360', 'PC']","['Puzzle', 'Action']","['Dolby Digital 5.1', '720p']",,Artech Studios,Sierra,97384ed3-2002-40bb-89e8-1b4af8a95a8b,/games/boogie-bunnies
1943,Boogie Review,5.5,mediocre,Jack DeVries,,2007-12-07,ba66721d-3f4e-4059-9d08-76def7884f5f,/articles/2007/12/07/boogie-review,Boogie,2007-08-07,"['Wii', 'PlayStation 2', 'Nintendo DS']",Music,"['Local - VS # of Players', 'Local - Co-Op # of Players', 'Gaming Camera', 'Number Of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",,EA Montreal,Electronic Arts,8f57f4d0-7e24-45ee-8675-fda2a590db1f,/games/boogie
1944,Boogie Review,4.5,bad,Matt Casamassina,,2007-08-14,cb6b55d9-d753-44ef-a6f7-cdf066200061,/articles/2007/08/14/boogie-review-2,Boogie,2007-08-07,"['Wii', 'PlayStation 2', 'Nintendo DS']",Music,"['Local - VS # of Players', 'Local - Co-Op # of Players', 'Gaming Camera', 'Number Of Players', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer']",,EA Montreal,Electronic Arts,8f57f4d0-7e24-45ee-8675-fda2a590db1f,/games/boogie
1945,Boogie SuperStar Review,5,mediocre,Jack DeVries,,2008-10-21,bd5d271e-fe70-4662-b1a5-0ee430d478d6,/articles/2008/10/21/boogie-superstar-review,Boogie SuperStar,2008-10-14,Wii,Music,,,EA Montreal,Electronic Arts,f414d8a4-a640-4d82-a693-a8a3de92a899,/games/boogie-superstar
1946,Bookworm,6,okay,Craig Harris,,2004-06-16,b5e029c9-329b-4337-a478-18691873f1ed,/articles/2004/06/16/bookworm,Bookworm,2004-06-30,"['Game Boy Advance', 'PC', 'Wireless', 'Xbox', 'Pocket PC', 'Palm Organizer', 'Web Games']",Puzzle,"['Memory Card', 'Number Of Players', 'Online']",,"['PopCap Games', 'Mediatonic']","['Ingram Entertainment', 'Majesco', 'PopCap Games', 'Sorrent']",ec50e270-8668-404a-8a4c-52627428e2e5,/games/bookworm-805852
1947,Bookworm Adventures 2 Review,8.3,great,Daemon Hatfield,,2009-07-30,7b2ff0dc-1602-4904-819e-50a85132d2c8,/articles/2009/07/30/bookworm-adventures-2-review,Bookworm Adventures Volume 2,2009-07-30,PC,Adventure,,,PopCap Games,PopCap Games,fe585449-ccbb-4244-8447-e89d4d4e859a,/games/bookworm-adventures-volume-2
1948,Bookworm DSi Review,8,great,Daemon Hatfield,,2009-12-01,03ca77bf-4020-4aa3-9e82-b5f730412908,/articles/2009/12/01/bookworm-dsi-review,Bookworm,2006-11-30,"['PC', 'Nintendo DSi', 'Nintendo DS']","['Puzzle', 'Educational', 'Adventure']","['Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Number Of Players']",,PopCap Games,PopCap Games,1bfe701d-4642-4792-8a61-ab1155d1e20a,/games/bookworm
1949,Bookworm iPhone Review,8.9,great,Levi Buchanan,,2009-04-01,4d3ee7b9-5bc3-4208-9057-cad11abc6711,/articles/2009/04/01/bookworm-iphone-review,Bookworm,2009-03-23,iPhone,Puzzle,,,PopCap Games,PopCap Games,5fecaf99-79c8-4622-bfb4-8e98e64295b0,/games/bookworm-14332829
1950,Bookworm Review,8.4,great,Daemon Hatfield,,2009-12-04,113d2971-11e4-4dab-9029-e07aa92a5ca0,/articles/2009/12/04/bookworm-review,Bookworm,2006-11-30,"['PC', 'Nintendo DSi', 'Nintendo DS']","['Puzzle', 'Educational', 'Adventure']","['Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Number Of Players']",,PopCap Games,PopCap Games,1bfe701d-4642-4792-8a61-ab1155d1e20a,/games/bookworm
1951,Bookworm Review,8.5,great,Levi Buchanan,,2007-12-05,6fb5702a-cea2-481a-ab1d-10e37946ae29,/articles/2007/12/05/bookworm-review-2,Bookworm,2004-06-30,"['Game Boy Advance', 'PC', 'Wireless', 'Xbox', 'Pocket PC', 'Palm Organizer', 'Web Games']",Puzzle,"['Memory Card', 'Number Of Players', 'Online']",,"['PopCap Games', 'Mediatonic']","['Ingram Entertainment', 'Majesco', 'PopCap Games', 'Sorrent']",ec50e270-8668-404a-8a4c-52627428e2e5,/games/bookworm-805852
1952,Boom Beach Review,7,good,Stephen Haberman,,2014-04-16,01529ce5-cd09-480a-8606-cb0a6d9822d4,/articles/2014/04/16/boom-beach-review,Boom Beach,2014-03-26,iPhone,Strategy,,Boom Beach,Supercell,Supercell,36a2bb46-e22c-4c8f-9d3a-cec9e4f8d828,/games/boom-beach
1953,Boom Blox Bash Party Review,8.5,great,Matt Casamassina,,2009-05-19,8b9ccd0b-4d97-4d0f-a33d-83ee8680224b,/articles/2009/05/19/boom-blox-bash-party-review,Boom Blox Bash Party,2009-05-19,Wii,"['Puzzle', 'Action']","['Number Of Players', 'Local - VS # of Players']",,EA Los Angeles,Electronic Arts,cb1f635a-2b25-46b0-8cc0-54cba004bbcd,/games/boom-blox-bash-party
1954,Boom Blox Review,8.1,great,Matt Casamassina,,2008-05-06,611e4bab-abda-406e-a465-961e17d43f3c,/articles/2008/05/06/boom-blox-review-2,Boom Blox,2008-05-06,"['Wireless', 'Wii']","['Action', 'Puzzle']","['Number Of Players', 'Vibration', '480p', 'Memory Card', 'Local - Co-Op # of Players', 'Downloadable Content', 'Local - VS # of Players', '16:9']",,EA Los Angeles,Electronic Arts,579fb1c7-87a8-45a1-9e73-5e1742192048,/games/boom-blox
1955,Boom Blox Review,7,good,Levi Buchanan,,2008-06-25,d5e80da0-f8dc-4d06-bf85-fe66644d3923,/articles/2008/06/25/boom-blox-review,Boom Blox,2008-05-06,"['Wireless', 'Wii']","['Action', 'Puzzle']","['Number Of Players', 'Vibration', '480p', 'Memory Card', 'Local - Co-Op # of Players', 'Downloadable Content', 'Local - VS # of Players', '16:9']",,EA Los Angeles,Electronic Arts,579fb1c7-87a8-45a1-9e73-5e1742192048,/games/boom-blox
1956,Boom Boom Rocket Review,7,good,,,2007-04-12,888ca3ec-3b10-4081-aa63-8ce7037a3ba2,/articles/2007/04/12/boom-boom-rocket-review,Boom Boom Rocket,2007-04-11,Xbox 360,"['Music', 'Action']",,,Bizarre Creations,Electronic Arts,65469082-47b7-4395-8a4b-9c0761f790ab,/games/boom-boom-rocket
1957,Boom Boom Rocket UK Review,4.7,bad,,,2007-04-12,27166ce6-699c-4378-ad20-45c542f6c444,/articles/2007/04/12/boom-boom-rocket-uk-review,Boom Boom Rocket,2007-04-11,Xbox 360,"['Music', 'Action']",,,Bizarre Creations,Electronic Arts,65469082-47b7-4395-8a4b-9c0761f790ab,/games/boom-boom-rocket
1958,Boombots,3.5,awful,Nix,,1999-12-04,d5957eb5-b1a6-4318-80f7-b745f4ade4ba,/articles/1999/12/04/boombots,Boombots,1999-12-01,PlayStation,Fighting,"['Memory Card', 'Vibration', 'Number Of Players', 'DualShock']",,The Neverhood,"['SouthPeak Games', 'Electro Source']",9e73b8d2-6323-46cf-93f8-9075cc00eb60,/games/boombots
1959,Boomerang X Review,8,great,Seth G. Macy,,2021-08-03,1b89e9e9-cb7f-4300-8cad-643cc7016d09,/articles/boomerang-x-review,Boomerang X,2021-07-08,"['PC', 'Nintendo Switch']","['Shooter', 'First-Person']",,,Dang!,Devolver Digital,605def00-d664-4bf1-b55d-1b11e731bd13,/games/boomerang-x
1960,Boom Goes the Earth 3D,6.7,okay,Levi Buchanan,,2006-06-19,5399908a-2f3d-48e3-9e52-5bd43d9e26f5,/articles/2006/06/19/boom-goes-the-earth-3d,Boom Goes the Earth 3D,2006-06-11,Wireless,Action,Number Of Players,,Punch Entertainment,Punch Entertainment,718c270d-c1f2-410c-bfa7-ab3f8bce2969,/games/boom-goes-the-earth-3d
1961,Borderlands 2: Captain Scarlett and Her Pirate's Booty Review,7.5,good,Anthony Gallegos,,2012-10-18,070d247f-0e9f-436f-a04b-edea314250bd,/articles/2012/10/18/borderlands-2-captain-scarlett-and-her-pirates-booty-review,Borderlands 2: Captain Scarlett and her Pirate's Booty,2012-10-16,"['PC', 'Xbox 360', 'PlayStation 3']","['RPG', 'Shooter']",Online,Borderlands,Gearbox Software,2K Games,376fba6f-0077-425b-a889-7fcfa940c669,/games/borderlands-2-captain-scarlett-and-her-pirates-booty
